0	0
0.41876048	0
0.75376886	0
1.1055276	0
1.5075377	0
2.0100503	0.10194175
2.361809	0.10194175
2.6968174	0.16019417
2.9480736	0.26213592
3.1490788	0.4514563
3.6683416	0.9611651
4.120603	1.5873786
4.38861	2.0097086
4.455611	2.2718446
4.639866	2.606796
4.8241205	2.883495
5.008375	3.116505
5.20938	3.2912621
5.3768845	3.407767
5.6448913	3.5242717
5.9463987	3.5533981
6.3819094	3.5533981
6.7001677	3.5097086
6.9011726	3.407767
7.3869348	3.6407766
7.60469	3.9466019
7.889447	4.2961164
8.107203	4.6601944
8.3082075	4.9514565
8.492462	5.300971
8.710217	5.6504855
8.994975	5.9126215
9.229481	6.014563
9.430486	6.014563
9.547739	5.9417477
9.698492	5.432039
9.815745	5.199029
9.899497	4.9805827
10.033501	4.7038836
10.067001	4.470874
10.184255	4.194175
10.284757	3.9320388
10.435511	3.5679612
10.603015	3.1601942
10.720268	2.7669902
10.78727	2.4902914
10.921273	2.2135923
11.055276	1.9368932
11.22278	1.6893204
11.440536	1.3543689
11.574539	1.1359223
11.758794	0.9466019
11.959799	0.71359223
12.227806	0.5533981
12.629816	0.37864077
12.830821	0.2038835
13.232831	0.08737864
13.718593	0.058252428
14.103852	0.04368932
14.505862	0
