0.0	0.0
0.48576215	0.014492754
0.87102175	0.057971016
1.239531	0.1594203
1.4237856	0.39130434
1.8425461	0.5797101
2.2445562	0.5942029
2.680067	0.5507246
2.881072	0.49275362
3.082077	0.6231884
3.3835845	0.8405797
3.6180904	1.1594203
3.718593	1.4492754
3.9865997	1.8115942
4.2211056	2.2463768
4.5058627	2.652174
4.639866	2.9275362
4.8911223	3.2753623
5.075377	3.3768115
5.7118926	3.4492753
5.963149	3.4782608
6.3484087	3.405797
6.599665	3.347826
6.8676715	3.2463768
7.001675	3.115942
7.18593	3.1014493
7.3701844	3.3333333
7.554439	3.463768
7.805695	3.710145
8.073702	3.9855072
8.157454	4.1594205
8.324958	4.405797
8.542713	4.637681
8.726968	4.811594
8.844221	4.9565215
9.011725	5.0869565
9.17923	5.1594205
9.363484	5.1594205
9.530989	5.1449275
9.664991	4.9565215
9.798995	4.710145
9.849246	4.4492755
9.932999	4.2753625
10.050251	4.0289855
10.268006	3.4927535
10.351759	3.2028985
10.502513	3.0144928
10.670016	2.594203
10.837521	2.2173913
11.005025	1.9130435
11.18928	1.6231884
11.356784	1.3623189
11.60804	1.0434783
11.892797	0.71014494
12.211055	0.5652174
12.629816	0.3478261
12.964824	0.2173913
13.266332	0.14492753
13.58459	0.08695652
13.869347	0.057971016
14.204355	0.028985508
14.572865	0
